City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
171,santa marta,11.2408,-74.199,28.21,67,12,7.52,CO,1675789677
172,kungurtug,50.5994,97.5228,-23.96,98,56,0.9,RU,1675789625
173,asfi,32.2994,-9.2372,15.16,70,3,4.88,MA,1675789691
174,fort frances,48.5999,-93.4003,-4.88,63,0,6.69,CA,1675789862
175,poya,-21.35,165.15,25.41,89,100,1.57,NC,1675789862
176,kruisfontein,-34.0033,24.7314,20.44,75,99,5.35,ZA,1675789483
177,tyret pervaya,53.6703,102.3106,-23.33,100,99,1.12,RU,1675789863
178,airai,-8.9266,125.4092,16.35,93,75,0.89,TL,1675789404
179,lorengau,-2.0226,147.2712,25.99,90,100,6.1,PG,1675789386
180,great falls,47.5002,-111.3008,6.34,56,0,11.32,US,1675789863
181,maniwaki,46.3834,-75.966,-4.87,85,100,5.36,CA,1675789863
182,skibotn,69.3913,20.2679,0.65,94,90,6.42,NO,1675789864
183,vilyuysk,63.7553,121.6247,-40.4,100,99,0.4,RU,1675789657
184,haines junction,60.7522,-137.5108,-8.03,93,100,0.0,CA,1675789426
185,berlevag,70.8578,29.0864,3.0,80,40,21.61,NO,1675789801
186,upata,8.0086,-62.3989,30.89,42,72,3.13,VE,1675789865
187,vanimo,-2.6741,141.3028,24.74,96,100,3.63,PG,1675789728
188,tamana,32.9167,130.5667,7.87,87,36,3.09,JP,1675789865
189,gornyy,55.1153,83.9059,-15.47,96,100,3.51,RU,1675789866
190,byron bay,-28.65,153.6167,18.73,76,59,1.89,AU,1675789740
191,foso,5.7012,-1.2866,28.42,67,86,2.94,GH,1675789866
192,victor harbor,-35.5667,138.6167,16.49,86,0,3.28,AU,1675789867
193,fortuna,40.5982,-124.1573,6.63,96,0,3.09,US,1675789430
194,nakama,33.8167,130.7,7.3,77,1,2.74,JP,1675789867
195,boende,-0.2167,20.8667,30.55,31,87,0.73,CD,1675789868
196,shaowu,27.3409,117.4831,13.2,96,100,0.33,CN,1675789868
197,davila,18.4726,120.5763,25.35,83,6,4.38,PH,1675789869
198,aneho,6.2333,1.6,28.32,73,100,6.97,TG,1675789871
199,aklavik,68.2191,-135.0107,-31.0,76,100,2.06,CA,1675789427
200,bandarbeyla,9.4942,50.8122,24.59,75,77,6.02,SO,1675789872
201,presidencia roque saenz pena,-26.7852,-60.4388,40.75,19,11,3.28,AR,1675789872
202,fare,-16.7,-151.0167,26.58,78,23,4.99,PF,1675789873
203,iqaluit,63.7506,-68.5145,-32.95,67,40,2.57,CA,1675789327
204,saint-philippe,-21.3585,55.7679,27.77,84,62,6.0,RE,1675789438
205,fairbanks,64.8378,-147.7164,-14.32,82,100,2.06,US,1675789622
206,fort nelson,58.8053,-122.7002,-14.47,93,4,0.89,CA,1675789760
207,porto novo,6.4965,2.6036,28.72,69,98,4.99,BJ,1675789618
208,harnosand,62.6323,17.9379,-4.0,85,100,3.94,SE,1675789874
209,banda aceh,5.5577,95.3222,25.19,87,91,2.13,ID,1675789731
210,jizan,17.3333,42.6667,27.05,65,17,4.28,SA,1675789710
211,hithadhoo,-0.6,73.0833,27.74,67,100,3.96,MV,1675789389
212,pacific grove,36.6177,-121.9166,11.47,84,0,1.79,US,1675789874
213,sinnamary,5.3833,-52.95,26.84,82,54,5.09,GF,1675789875
214,arraial do cabo,-22.9661,-42.0278,30.98,70,40,4.12,BR,1675789436
215,mar del plata,-38.0023,-57.5575,26.08,71,75,6.17,AR,1675789201
216,guayaramerin,-10.8368,-65.3614,27.49,72,97,0.8,BO,1675789875
217,constitucion,-35.3333,-72.4167,21.93,53,3,2.02,CL,1675789433
218,lagos,6.5833,3.75,31.18,67,100,3.74,NG,1675789340
219,ancud,-41.8697,-73.8203,17.48,68,2,3.28,CL,1675789876
220,banjar,-8.19,114.9675,24.53,93,100,1.64,ID,1675789432
221,east wenatchee bench,47.4257,-120.2812,4.6,85,0,1.54,US,1675789877
222,bumba,2.1833,22.4667,30.28,27,49,0.67,CD,1675789877
223,bathsheba,13.2167,-59.5167,27.34,69,75,8.23,BB,1675789599
224,kalmunai,7.4167,81.8167,25.03,88,37,3.16,LK,1675789877
225,rodrigues alves,-7.738,-72.6509,23.62,95,98,1.72,BR,1675789878
226,olinda,-8.0089,-34.8553,29.85,51,20,5.66,BR,1675789878
227,hovd,48.0056,91.6419,-17.08,83,13,1.13,MN,1675789613
228,tezu,27.9167,96.1667,13.68,90,88,2.02,IN,1675789493
229,portland,45.5234,-122.6762,8.96,86,100,5.66,US,1675789552
230,lac du bonnet,50.2536,-96.0612,-10.04,87,94,1.4,CA,1675789879
231,port lincoln,-34.7333,135.8667,17.67,81,0,6.11,AU,1675789788
232,shingu,33.7333,135.9833,7.54,84,66,2.6,JP,1675789880
233,tomatlan,19.9333,-105.25,28.25,44,55,1.69,MX,1675789853
234,sibiti,-3.6819,13.3499,24.0,84,85,1.79,CG,1675789880
235,wuxi,31.5689,120.2886,6.1,74,97,2.56,CN,1675789881
236,leningradskiy,69.3833,178.4167,-31.51,97,100,2.82,RU,1675789504
237,kelowna,49.8831,-119.4857,4.72,66,100,1.78,CA,1675789707
238,boddam,57.4667,-1.7833,7.21,87,82,1.95,GB,1675789882
239,dejen,10.1667,38.1333,18.45,18,20,1.41,ET,1675789882
240,kurumkan,54.3,110.3,-20.68,93,24,2.22,RU,1675789883
241,arman,59.7,150.1667,-30.1,83,84,3.83,RU,1675789883
242,homer,59.6425,-151.5483,0.45,92,100,3.58,US,1675789592
243,bahia blanca,-38.7196,-62.2724,34.05,38,0,2.05,AR,1675789812
244,aojiang,22.9421,116.0359,16.88,84,27,6.06,CN,1675789884
245,pasir mas,6.0493,102.1399,22.96,93,32,0.22,MY,1675789885
246,sur,22.5667,59.5289,22.76,67,27,2.81,OM,1675789744
247,kaduqli,11.0167,29.7167,27.2,11,9,3.77,SD,1675789886
248,santiago de cuba,20.0247,-75.8219,28.06,57,75,3.6,CU,1675789887
249,otofuke,42.9917,143.2003,-12.07,92,10,1.33,JP,1675789887
250,bam,29.106,58.357,18.12,36,100,1.63,IR,1675789607
251,drayton valley,53.2168,-114.9854,-0.35,89,84,3.44,CA,1675789888
252,ayan,56.45,138.1667,-30.97,81,15,3.93,RU,1675789889
253,taltal,-25.4,-70.4833,23.63,70,26,3.44,CL,1675789430
254,palmer,42.1584,-72.3287,3.61,31,29,0.89,US,1675789723
255,buraydah,26.326,43.975,15.75,37,100,3.22,SA,1675789889
256,ulaanbaatar,47.9077,106.8832,-25.93,76,9,2.0,MN,1675789343
257,grindavik,63.8424,-22.4338,-2.03,93,75,13.38,IS,1675789664
258,souillac,-20.5167,57.5167,27.21,74,40,5.66,MU,1675789534
259,ibra,22.6906,58.5334,23.63,33,31,2.34,OM,1675789890
260,nuevo imperial,-13.0754,-76.3172,27.04,63,51,3.97,PE,1675789890
261,kibala,9.1104,18.3463,32.78,10,18,1.91,TD,1675789891
262,beyneu,45.3167,55.2,1.0,79,100,11.82,KZ,1675789580
263,bambous virieux,-20.3428,57.7575,26.79,79,41,6.72,MU,1675789695
264,provideniya,64.3833,-173.3,-26.29,93,74,1.54,RU,1675789336
265,tromso,69.6496,18.957,2.01,87,75,13.89,NO,1675789891
266,omaruru,-21.4333,15.9333,22.47,70,100,3.27,NA,1675789892
267,shache,38.4167,77.2406,-0.23,63,0,2.69,CN,1675789893
268,comodoro rivadavia,-45.8667,-67.5,19.7,48,72,4.44,AR,1675789893
269,vestmanna,62.1564,-7.1664,6.51,81,100,10.8,FO,1675789630
270,hannibal,39.7084,-91.3585,5.51,70,40,3.09,US,1675789894
271,ponta do sol,32.6667,-17.1,18.17,59,43,2.85,PT,1675789447
272,severnoye,56.3491,78.3619,-20.21,100,95,1.75,RU,1675789894
273,tynda,55.1667,124.7167,-37.61,100,70,1.1,RU,1675789644
274,bairiki,1.3292,172.9752,28.0,78,20,7.2,KI,1675789716
275,senanga,-16.1167,23.2667,21.4,89,100,2.44,ZM,1675789896
276,dhidhdhoo,6.8833,73.1,27.07,71,75,4.45,MV,1675789689
277,polson,47.6936,-114.1632,0.43,92,82,1.24,US,1675789757
278,bunia,1.5667,30.25,24.67,32,87,1.76,CD,1675789896
279,takoradi,4.8845,-1.7554,27.84,74,23,5.09,GH,1675789799
280,general pico,-35.6566,-63.7568,37.05,16,0,3.18,AR,1675789897
281,osoyoos,49.0331,-119.4524,3.15,97,100,2.92,CA,1675789897
282,sept-iles,50.2001,-66.3821,-8.3,83,75,5.14,CA,1675789376
283,fort pierce,27.4467,-80.3256,25.04,59,0,7.72,US,1675789735
284,pandan,14.0453,124.1694,25.16,85,100,3.64,PH,1675789898
285,khangarh,29.9173,71.1618,18.04,31,20,2.63,PK,1675789727
286,san luis,-33.295,-66.3356,35.8,16,0,4.98,AR,1675789816
287,moissala,8.3404,17.7663,32.33,10,31,2.31,TD,1675789773
288,trat,12.5,102.5,28.26,90,55,1.2,TH,1675789899
289,mwinilunga,-11.7358,24.4293,16.64,98,100,2.49,ZM,1675789683
290,panzhihua,26.5851,101.7128,11.79,44,1,0.57,CN,1675789900
291,talcahuano,-36.7167,-73.1167,22.82,49,1,4.12,CL,1675789900
292,vallenar,-28.5708,-70.7581,31.27,31,1,4.55,CL,1675789901
293,fandriana,-20.2333,47.3833,15.39,98,100,1.84,MG,1675789901
294,qurayyat,31.3318,37.3428,8.03,69,87,10.01,SA,1675789901
295,saint-pierre,-21.3393,55.4781,27.82,74,20,5.66,RE,1675789569
296,clyde river,70.4692,-68.5914,-33.87,68,75,2.06,CA,1675789488
297,hami,42.8,93.45,0.56,47,100,1.23,CN,1675789769
298,maceio,-9.6658,-35.7353,30.69,51,40,5.14,BR,1675789737
299,srednekolymsk,67.45,153.6833,-34.33,98,100,2.41,RU,1675789646
300,kyshtovka,56.555,76.6271,-18.59,100,98,1.72,RU,1675789902
301,avarua,-21.2078,-159.775,26.03,89,75,2.06,CK,1675789487
302,mgandu,-5.95,34.1333,17.2,87,87,2.44,TZ,1675789783
303,swan river,52.1058,-101.2676,-6.09,90,90,3.23,CA,1675789903
304,marbella,36.5154,-4.8858,9.03,91,100,3.81,ES,1675789903
305,ngunguru,-35.6167,174.5,16.6,79,71,3.38,NZ,1675789741
306,quchan,37.106,58.5095,6.6,60,3,3.09,IR,1675789904
307,yerbogachen,61.2767,108.0108,-30.47,100,97,1.03,RU,1675789905
308,vestmannaeyjar,63.4427,-20.2734,0.55,93,100,11.83,IS,1675789553
309,nuevitas,21.5453,-77.2644,27.1,62,18,7.73,CU,1675789905
310,esperance,-33.8667,121.9,19.2,82,25,4.59,AU,1675789452
311,lebu,-37.6167,-73.65,18.45,65,0,8.18,CL,1675789492
312,benin,9.5,2.25,36.17,14,99,4.34,BJ,1675789906
313,barra patuca,15.8,-84.2833,26.08,81,36,5.98,HN,1675789907
314,oxbow,49.2333,-102.1676,-2.42,82,85,5.28,CA,1675789907
315,naze,28.3667,129.4833,16.51,78,41,5.75,JP,1675789569
316,chishtian mandi,29.8,72.8667,15.6,30,1,0.78,PK,1675789908
317,alyangula,-13.8483,136.4192,28.11,70,95,2.97,AU,1675789908
318,ulladulla,-35.35,150.4667,18.3,90,100,2.93,AU,1675789792
319,macae,-22.3708,-41.7869,26.13,84,100,3.2,BR,1675789908
320,henties bay,-22.116,14.2845,19.55,82,54,3.31,NA,1675789909
321,avera,33.194,-82.5271,18.64,46,67,3.27,US,1675789784
322,usisha,42.2511,47.3928,-3.82,93,100,1.48,RU,1675789910
323,goderich,43.7501,-81.7165,6.62,89,85,11.49,CA,1675789910
324,nemuro,43.3236,145.575,-4.12,90,94,2.9,JP,1675789761
325,pisco,-13.7,-76.2167,25.01,88,0,3.6,PE,1675789485
326,tucuma,-0.1833,-50.05,27.71,77,88,3.05,BR,1675789603
327,taoudenni,22.6783,-3.9836,26.63,13,78,4.68,ML,1675789468
328,komsomolskiy,40.4272,71.7189,2.4,87,12,2.06,UZ,1675789528
329,longyearbyen,78.2186,15.6401,-4.09,80,75,19.03,SJ,1675789419
330,coihaique,-45.5752,-72.0662,23.34,46,40,4.12,CL,1675789651
331,antalaha,-14.9003,50.2788,24.4,90,100,3.15,MG,1675789911
332,rovaniemi,66.5,25.7167,1.67,93,0,6.17,FI,1675789605
333,kamarion,36.8,25.8167,5.05,62,100,12.95,GR,1675789912
334,robe,-37.1833,139.75,13.43,86,33,6.85,AU,1675789912
335,nacala,-14.5428,40.6728,24.83,89,96,4.66,MZ,1675789913
336,bay roberts,47.5999,-53.2648,-4.26,78,100,7.6,CA,1675789913
337,san vicente,-26.6167,-54.1333,34.39,19,1,1.39,AR,1675789914
338,sao jose da coroa grande,-8.8978,-35.1478,28.58,59,28,5.31,BR,1675789701
339,dorado,18.4588,-66.2677,29.15,72,75,7.2,PR,1675789639
340,ciudad bolivar,8.1222,-63.5497,31.13,46,90,4.27,VE,1675789810
341,pueblo nuevo,23.3833,-105.3833,18.46,24,18,2.63,MX,1675789914
342,san patricio,28.017,-97.5169,25.97,75,100,8.21,US,1675789679
343,buchanan,5.8808,-10.0467,28.03,74,95,5.1,LR,1675789622
344,parry sound,45.3501,-80.033,1.47,94,98,6.01,CA,1675789915
345,moose factory,51.2585,-80.6094,-3.01,86,100,8.75,CA,1675789661
346,terra nova,-12.3667,-40.6667,32.45,32,42,1.39,BR,1675789916
347,kaplice,48.7385,14.4963,-2.9,89,2,0.32,CZ,1675789916
348,las cruces,32.3123,-106.7783,8.33,41,51,1.34,US,1675789895
349,klaksvik,62.2266,-6.589,7.51,81,83,19.86,FO,1675789449
350,batelov,49.3143,15.3947,-4.38,91,3,1.21,CZ,1675789917
351,san cristobal,7.7669,-72.225,28.21,41,42,3.47,VE,1675789729
352,mehamn,71.0357,27.8492,2.97,65,40,19.03,NO,1675789546
353,port blair,11.6667,92.75,25.75,75,13,4.1,IN,1675789727
354,evensk,61.95,159.2333,-30.33,77,31,4.13,RU,1675789917
355,faanui,-16.4833,-151.75,26.64,78,28,5.48,PF,1675789437
356,conway,35.0887,-92.4421,17.09,79,100,3.6,US,1675789854
357,katherine,-14.4667,132.2667,27.18,74,75,3.09,AU,1675789918
358,saint anthony,45.0205,-93.218,0.37,72,0,5.66,US,1675789918
359,bandiagara,14.3501,-3.6104,35.7,8,100,1.95,ML,1675789919
360,gusev,54.5922,22.1997,-1.36,86,25,1.31,RU,1675789919
361,ornskoldsvik,63.2909,18.7153,0.53,86,0,4.12,SE,1675789631
362,tasiilaq,65.6145,-37.6368,-15.91,58,51,6.35,GL,1675789483
363,searcy,35.2506,-91.7363,16.19,74,100,3.6,US,1675789642
364,bystryy istok,52.371,84.3873,-6.35,94,100,2.52,RU,1675789920
365,ilulissat,69.2167,-51.1,-22.99,70,75,2.57,GL,1675789415
366,russell,32.3502,-85.1999,20.23,54,88,2.57,US,1675789920
367,codrington,-38.2667,141.9667,12.44,87,58,3.75,AU,1675789638
368,oranjestad,12.524,-70.027,25.59,81,22,10.46,AW,1675789883
369,araouane,18.9048,-3.5265,30.58,8,39,4.13,ML,1675789921
370,mocoa,1.1493,-76.6466,28.42,65,76,2.08,CO,1675789923
371,yar-sale,66.8333,70.8333,-22.96,98,45,4.69,RU,1675789923
372,novaya ladoga,60.1025,32.3019,-4.19,91,95,5.06,RU,1675789924
373,sydney mines,46.2367,-60.2177,-2.08,74,96,7.15,CA,1675789925
374,myitkyina,25.3833,97.4,15.45,53,1,0.51,MM,1675789925
375,shentala,54.45,51.4833,-21.05,100,73,2.36,RU,1675789927
376,santa rosa,14.3122,121.1114,26.17,80,59,3.61,PH,1675789928
377,dunedin,-45.8742,170.5036,11.35,72,81,3.82,NZ,1675789363
378,betsiamites,48.9413,-68.646,-7.95,86,75,2.35,CA,1675789494
379,lata,40.1629,-8.3327,11.73,54,3,1.06,PT,1675789714
380,hailey,43.5196,-114.3153,-6.08,73,0,3.09,US,1675789929
381,marienburg,54.0359,19.0266,0.58,98,71,1.95,PL,1675789930
382,dabat,12.9842,37.765,16.53,27,9,1.42,ET,1675789930
383,bonavista,48.6499,-53.1147,-4.33,62,100,8.54,CA,1675789931
384,valledupar,10.4631,-73.2532,35.05,34,4,5.59,CO,1675789871
385,akdepe,42.0551,59.3788,7.03,54,100,8.57,TM,1675789931
386,lingao,19.9103,109.6859,21.5,91,11,6.06,CN,1675789932
387,payakumbuh,-0.2202,100.6308,19.5,83,93,1.58,ID,1675789932
388,hokitika,-42.7167,170.9667,14.03,75,10,3.86,NZ,1675789933
389,mayo,38.8876,-76.5119,8.06,66,0,4.12,US,1675789869
390,sao filipe,14.8961,-24.4956,20.61,64,0,6.55,CV,1675789515
391,sarangani,5.4033,125.4636,26.67,79,100,7.07,PH,1675789935
392,jalu,29.0331,21.5482,13.84,45,69,3.22,LY,1675789557
393,teacapan,22.55,-105.75,23.14,56,68,1.16,MX,1675789936
394,shitkino,56.3703,98.3543,-21.06,100,100,1.42,RU,1675789937
395,tolaga bay,-38.3667,178.3,16.49,81,58,1.95,NZ,1675789937
396,coyutla,20.25,-97.65,21.95,62,0,1.7,MX,1675789938
397,carnot,4.9409,15.8665,31.38,13,14,2.22,CF,1675789938
398,sheridan,44.8333,-106.9173,2.48,60,0,0.45,US,1675789939
399,cam ranh,11.9214,109.1591,23.98,88,20,1.54,VN,1675789939
400,thinadhoo,0.5333,72.9333,27.51,74,100,2.84,MV,1675789668
401,batagay,67.6333,134.6333,-48.13,98,74,1.22,RU,1675789940
402,bintulu,3.1667,113.0333,24.25,89,81,1.3,MY,1675789689
403,sioux lookout,50.1001,-91.917,-10.35,86,100,4.68,CA,1675789940
404,biala podlaska,52.0324,23.1165,-0.89,77,100,3.06,PL,1675789941
405,albertville,34.2676,-86.2089,17.07,36,0,4.12,US,1675789668
406,xingcheng,40.6167,120.7167,-3.06,49,11,1.84,CN,1675789799
407,meulaboh,4.1363,96.1285,24.96,83,94,2.09,ID,1675789462
408,margate,51.3813,1.3862,5.5,84,9,0.45,GB,1675789644
409,kuandian,40.7286,124.7847,-5.33,54,23,2.13,CN,1675789942
410,sergeyevka,53.88,67.4158,-14.03,97,100,2.01,KZ,1675789942
411,stornoway,58.2093,-6.3865,6.98,77,20,7.2,GB,1675789854
